Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Sucessful A or B,Total: Treated with M,"Total: All A, B, M",Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-105376264,1205421938,9875599,6620274,132405.48,9875599,7023833,191003,236019,731,9689518,3170379,6620274,9790653,4874099.883,78338.9461,3168.497637,74590.42555,1940.227527,2152.485659,6.918131868,0.016071338,0.040474883,0.017731968,0.023180459,7.65E-05,0.712051471,0.014099043,0.020298769,6.42E-05,0.010129951,0.245927976
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-114755736,2008269090,10902125,5734486,114689.72,10902125,7061130,803656,85038,144,10815235,5118925,5734486,10853411,4877607.34,72423.70621,4346.824945,67436.61989,5298.560055,843.9617033,1.336428571,0.014848446,0.059889236,0.073028014,0.011060414,1.77E-05,0.646569922,0.073766912,0.007462668,1.27E-05,0.011175596,0.442523797
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-150874915,102595888,14703778,3837135,76742.7,14703778,9617119,880117,280531,83,14454869,10721017,3837135,14558152,4878817.679,84946.35286,2906.438297,81176.42407,5035.865824,2691.413626,0.718351648,0.017411658,0.034213904,0.060103572,0.02846073,7.51E-06,0.65385418,0.060652361,0.017574461,5.12E-06,0.015069054,0.749622084
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-79782004,429817829,7365324,6128764,122575.28,7365324,4871634,84022,352315,73,7298471,1207647,6128764,7336411,4881699.98,53120.45126,3598.543956,49089.34016,701.2296703,2570.78011,0.582637363,0.010882242,0.067684277,0.009085746,0.046797435,8.16E-06,0.661444216,0.007907038,0.046521057,7.38E-06,0.007544114,0.113273474
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-101804153,1075223058,9820285,3601303,72026.06,9820285,6310041,62310,241363,0,9781557,6203216,3601303,9804519,4879367.768,59702.40681,2975.013626,56150.68187,399.1715385,1457.971758,0,0.012236168,0.049656197,0.005223064,0.025473871,0,0.641497151,0.00492551,0.0257218,0,0.010063119,0.614347361
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-144261234,1820464812,14180105,2460184,49203.68,14180105,10032524,467196,308908,82368,13785917,11551850,2460184,14012034,4878516.928,163731.1705,6135.306264,156763.1403,6119.53511,3746.137308,1003.932308,0.033561447,0.037458761,0.03722121,0.020351818,0.005458708,0.707579907,0.032702601,0.01943552,0.005186606,0.014533087,0.843819688
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-134769671,2011055390,12350049,11269181,225383.62,12350049,8275715,104676,413372,28494,12295236,1059540,11269181,12328721,4881880.658,84924.06929,5998.698297,78200.13297,791.5829121,2920.62989,202.1346154,0.017395646,0.070672406,0.010034312,0.035510171,0.002468144,0.669938675,0.009161076,0.034663454,0.002401941,0.012648647,0.098178248
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-110308922,294003954,10457039,5738532,114770.64,10457039,6958236,171834,101166,6030,10304878,4632020,5738532,10370552,4875470.092,49655.04538,1256.786044,47784.14527,1326.823352,515.9487363,30.42928571,0.010184783,0.025173686,0.021273526,0.010450512,0.000614283,0.665600043,0.013461613,0.009714973,0.000576801,0.010723988,0.374067991
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-88653778,1096650247,8263086,6022918,120458.36,8263086,5509755,169081,148612,445,8154887,2193110,6022918,8216028,4881565.299,57132.24374,842.4225824,55804.50385,1255.614505,1115.620385,3.214340659,0.011705211,0.014466315,0.013255939,0.015471952,4.05E-05,0.666934907,0.012404199,0.014425242,3.87E-05,0.00846441,0.167446894
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-133828958,2115007415,13133927,2489688,49793.76,13133927,9463402,333914,97689,194105,12705939,10446730,2489688,12936418,4884891.661,123809.7814,6670.896264,116367.5713,4276.088187,1086.085165,2137.060604,0.025344518,0.053888398,0.035037111,0.008130689,0.015668171,0.720575433,0.02604485,0.006892701,0.013449838,0.01344284,0.82349776
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-153429471,1837118563,14481915,8610321,172206.42,14481915,9316416,448231,357777,66938,14298622,5791064,8610321,14401385,4878417.179,152807.8266,6855.132473,145102.2337,4822.467747,3915.72033,727.1762637,0.031322923,0.044885431,0.033132658,0.02449878,0.004542886,0.643384756,0.032497904,0.023685811,0.004423888,0.014842702,0.43058256
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-139418765,1241886076,13788676,1532005,30640.1,13788676,9847222,173663,245695,40,13600562,12179657,1532005,13711662,4880758.871,151096.279,4873.498956,145412.9986,2381.521099,2886.239396,0.473241758,0.030957279,0.032245109,0.01703024,0.016611807,3.36E-06,0.714109222,0.013639208,0.015418568,3.11E-06,0.01412539,0.90621109
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-152170267,213681406,14721831,4951957,99039.14,14721831,9283540,231281,201928,29,14436333,9599659,4951957,14551616,4879404.315,97729.71852,3218.112857,93647.13885,2271.182692,1633.611319,0.316978022,0.020029144,0.032936633,0.023274241,0.015357443,3.48E-06,0.6302899,0.016112526,0.012699056,2.10E-06,0.015085558,0.677050977
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-171869159,121360481,15876261,13106549,262130.98,15876261,11128853,570779,121030,0,15796671,2734427,13106549,15840976,4878662.199,97529.06599,7257.932418,89338.8744,3525.066648,925.5181868,0.000384615,0.019990312,0.07452361,0.03927425,0.010488741,5.98E-09,0.701074196,0.039137839,0.008529178,0,0.016270524,0.222727442
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-119791320,1778821187,11432809,5463230,109264.6,11432809,7972042,218731,163567,1,11253414,5882772,5463230,11346002,4878285.66,78504.54593,6147.984121,71685.11396,1967.590879,1118.317582,0.003296703,0.016092947,0.078214035,0.023709462,0.01445699,4.44E-08,0.696741618,0.018369477,0.014456845,8.73E-08,0.011718064,0.51432431
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-77466664,1762379876,7223849,5228174,104563.48,7223849,4623293,153625,126301,2,7121379,1942051,5228174,7170225,4877807.977,50982.76857,879.1216484,49679.27577,1133.753791,1285.051703,0.01478022,0.010452298,0.017041317,0.019078505,0.019109466,2.17E-07,0.639258269,0.01839758,0.013587406,2.01E-07,0.007404758,0.200886993
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-107198616,1737555146,10172917,5469446,109388.92,10172917,6558300,134209,127466,0,10053173,4645576,5469446,10115022,4878885.286,54260.97247,1028.988022,52634.45242,960.9237363,877.2931868,0,0.011122282,0.018894421,0.012860513,0.014472481,0,0.645195989,0.009830468,0.011457328,0,0.01042591,0.372338524
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-150271147,1369886119,14149968,8771467,175429.34,14149968,9833372,223318,212845,89482,13853755,5244792,8771467,14016259,4879626.608,94153.37121,1697.45511,91624.95555,1924.691978,1604.807637,671.505,0.019295311,0.017944181,0.018797281,0.015901052,0.006599522,0.695053315,0.014780414,0.014123237,0.005899669,0.014499029,0.365092953
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-118036834,1944436421,10883452,9202314,184046.28,10883452,7147216,107699,102024,0,10802413,1636570,9202314,10838884,4882223.116,48187.69637,1463.367033,46085.16516,491.0354945,643.0404396,0.000384615,0.009870251,0.030342937,0.010318426,0.012763653,1.04E-08,0.656146615,0.010025355,0.00921203,0,0.011145869,0.152191771
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-113304396,1219328246,11045435,2850046,57000.92,11045435,7309512,68259,81596,9,10970235,8157172,2850046,11007218,4876451.219,71148.16198,2373.033407,68126.46637,557.2018132,659.1042857,0.107857143,0.014590381,0.033354613,0.007830329,0.008905026,1.54E-06,0.661686867,0.006223395,0.007120258,8.25E-07,0.011325343,0.748312515
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-139561839,1200282901,12893290,10628939,212578.78,12893290,8048886,955381,99701,496,12831328,2236437,10628939,12865376,4877631.657,105467.2659,1672.531593,103037.5667,7789.343077,937.3329121,4.768461538,0.021622791,0.015865872,0.073414104,0.008589424,4.35E-05,0.62399612,0.073864563,0.00750639,3.72E-05,0.013216733,0.178749806
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-77352945,1512604839,7066440,6688545,133770.9,7066440,4795616,234003,478367,0,7043767,368841,6688545,7057386,4878829.439,41788.39604,1797.958901,39575.32791,1383.341593,2815.000989,0,0.008565696,0.042906746,0.029067398,0.065500777,0,0.67815212,0.029032561,0.065998998,0,0.007242134,0.034167337
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-155338208,62021583,14266644,12671768,253435.36,14266644,8983491,120394,308331,6932,14175198,1549487,12671768,14221255,4875911.905,84413.60907,5205.399945,78370.49505,838.3355495,1836.941264,41.77291209,0.017312852,0.061718322,0.011263258,0.022275076,0.000550089,0.629501268,0.009656217,0.022081941,0.000541415,0.014630007,0.129087541
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-109398814,1135575277,10098005,8418764,168375.28,10098005,7178209,196943,451694,773,9980924,1638689,8418764,10057453,4876602.664,86585.57093,4966.992747,81025.61187,1981.801758,4027.337088,6.984945055,0.017755015,0.05732948,0.020053339,0.044316073,7.24E-05,0.710919829,0.017326279,0.042786937,6.93E-05,0.010353306,0.147116705
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-115720562,550849216,10676132,8959242,179184.84,10676132,7796973,167890,249316,265,10562397,1673281,8959242,10632523,4880490.279,81196.06753,1287.839945,79281.22665,1393.001703,2102.827473,2.291318681,0.016637578,0.015791226,0.014515638,0.022726896,2.43E-05,0.73040552,0.013382541,0.020657134,2.15E-05,0.010937869,0.131534707
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-124626980,1005379832,12230179,2325190,46503.8,12230179,8923292,373180,214851,87282,12073399,9838380,2325190,12163570,4877589.37,71505.10967,5837.492143,64949.34055,2438.413132,1380.272747,557.9145604,0.014660023,0.081638824,0.033646567,0.018769425,0.007588342,0.729660823,0.030297504,0.017212788,0.00699464,0.012537141,0.806186158
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-97146249,587677574,9289963,4246619,84932.38,9289963,6438297,85820,341968,2,9194743,5011696,4246619,9258315,4878454.414,79574.21253,3010.518407,76018.06626,772.8205495,2943.375165,0.015274725,0.016311831,0.0377773,0.008577145,0.037712164,1.65E-07,0.692779741,0.008159976,0.037587599,1.85E-07,0.009521531,0.517128036
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-100647388,460650856,9549754,5149848,102996.96,9549754,6602518,70211,74057,0,9456168,4354526,5149848,9504374,4875234.139,35776.97231,3786.126264,31429.88665,325.9634615,333.9720879,0,0.007338213,0.10575369,0.007102487,0.008664726,0,0.691347469,0.005801714,0.00726634,0,0.009793594,0.412732211
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-136250908,217902370,13132419,4926718,98534.36,13132419,8407539,356835,209519,118503,12870788,8065161,4926718,12991879,4881538.146,108207.1076,6461.136538,100974.5392,3232.943791,2116.481978,1184.007198,0.022167358,0.059720184,0.028559397,0.018186624,0.010162217,0.640302949,0.026170277,0.015097758,0.008547801,0.013451437,0.599253343
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-130290914,174866801,12593123,4359684,87193.68,12593123,9174884,250033,280416,968,12331227,8129706,4359684,12489390,4879959.77,112122.2916,5123.41,106259.3331,2748.903516,3601.825055,12.10796703,0.02297651,0.045704197,0.023435176,0.030712669,0.000103119,0.728694156,0.01910125,0.021614427,7.46E-05,0.012902984,0.647198017
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-103618173,1991305249,10223777,1380403,27608.06,10223777,7125592,173215,104271,6949,10095682,8780030,1380403,10160433,4880558.418,63683.9817,4521.12956,58562.47791,1306.678571,834.5150549,53.61302198,0.01304969,0.070908004,0.017989947,0.015327902,0.00101574,0.696611162,0.015223426,0.012074072,0.000829763,0.010474694,0.82145111
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-108667892,1967067932,10486058,3807312,76146.24,10486058,6977885,52508,65817,0,10424646,6645716,3807312,10453028,4879248.995,41135.39896,1426.683022,39092.84835,260.3479121,360.0481319,0,0.008430852,0.034666288,0.004912783,0.008613386,0,0.665490257,0.003924739,0.006293969,0,0.01074559,0.58837673
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-94886258,382269796,9117717,3709088,74181.76,9117717,6595288,1073241,218040,1915,8964076,5350330,3709088,9059418,4877439.212,78158.20687,1976.999176,75645.65648,9128.481374,2297.957253,20.25423077,0.016024812,0.025271794,0.115882228,0.029011096,0.000257424,0.72338942,0.116846605,0.023985897,0.000211671,0.009346955,0.523050332
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-115776277,1010073421,10645014,9326137,186522.74,10645014,7032025,108671,869174,407,10554572,1269445,9326137,10595582,4879692.41,47950.6339,3241.904725,44083.57626,803.5951648,3846.782582,1.800714286,0.009826957,0.067593097,0.014064477,0.080407571,3.54E-05,0.660618065,0.008971597,0.081635628,3.58E-05,0.010907632,0.10927899
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-164340144,1150069913,15091845,13421694,268433.88,15091845,10852919,767241,604860,476,15000902,1641585,13421694,15063279,4877988.439,137074.5703,6254.077198,129934.3139,7160.305934,5522.270275,4.26967033,0.028100824,0.045680978,0.054421598,0.040332622,3.37E-05,0.719157278,0.052941753,0.040125709,3.40E-05,0.015469464,0.133613679
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-92091018,736373015,9078893,1302088,26041.76,9078893,6393163,127924,136579,4,8941188,7724948,1302088,9027036,4880751.725,71043.14802,1188.656538,69321.20764,1048.240769,1134.969066,0.031648352,0.014556217,0.016711965,0.012835658,0.016596018,4.17E-07,0.704001746,0.012290605,0.015651532,4.10E-07,0.009300838,0.83960671
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-107275925,876488948,9987498,7400945,148018.9,9987498,6957104,126175,151058,0,9895355,2543639,7400945,9944584,4880343.352,47277.91148,4910.402253,41780.87027,774.9784615,750.3096154,0,0.009688313,0.103842781,0.011649817,0.013228297,0,0.696807034,0.009183233,0.012647288,0,0.010233086,0.184137092
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-114064643,40705119,10493666,9127983,182559.66,10493666,6799214,400561,149988,0,10409885,1326717,9127983,10454700,4876715.432,68178.20159,843.9177473,66717.96879,2627.097418,1126.409451,0.008241758,0.013980662,0.012375947,0.038575351,0.015711483,1.28E-07,0.64728019,0.03837218,0.013702389,0,0.010758927,0.126896353
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-161837445,1777411718,15146479,10372655,207453.1,15146479,10329614,182363,212985,6666,14933797,4674022,10372655,15046677,4879041.035,104169.6743,1159.418297,102120.7298,1467.156923,2034.86,64.6543956,0.02135045,0.011142914,0.01486993,0.019104383,0.000603015,0.681807478,0.01281787,0.014004537,0.000437466,0.015521807,0.329999893
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-121204251,1750264445,11110690,10097351,201947.02,11110690,7770166,101541,223404,0,11048112,991165,10097351,11088516,4877095.805,60226.46527,4196.191868,55377.72995,621.9556593,1314.665714,0.000494505,0.012349164,0.069653479,0.010564949,0.021943694,9.88E-09,0.698979384,0.009386567,0.02042145,0,0.011390818,0.092704354
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-81143533,243577281,7734605,3797483,75949.66,7734605,5511877,191091,170588,3265,7529873,3848212,3797483,7645695,4880011.437,67375.44984,1169.690549,65751.46791,1986.906209,1563.63956,29.80802198,0.013807314,0.017262411,0.02198777,0.022852351,0.000435512,0.712716521,0.018547373,0.021683575,0.00041444,0.00792514,0.405432926
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-129767022,1659466738,12200266,7764362,155287.24,12200266,8685156,130068,51316,40,12171976,4424877,7764362,12189239,4878935.245,71641.94396,3373.437308,67551.99577,760.936044,315.2842308,0.236923077,0.014684164,0.047079451,0.01021481,0.00443279,3.23E-06,0.711819774,0.010262218,0.004237115,3.14E-06,0.012503042,0.349110654
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-155290204,259068172,14769241,7597794,151955.88,14769241,10756804,205367,227630,201812,14458773,7041003,7597794,14638797,4875959.976,109870.051,1406.350165,107596.3526,2205.20011,2071.56989,1834.784615,0.022533302,0.012761342,0.02038171,0.017241682,0.014995876,0.728420003,0.014333164,0.014259503,0.012463471,0.015145124,0.498235504
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-179824112,311343939,16566731,14156802,283136.04,16566731,10659945,193468,528585,10,16400050,2343557,14156802,16500359,4881401.758,166146.7602,3106.061648,162067.7758,2047.089231,5348.214505,0.063021978,0.034035324,0.018820144,0.015238513,0.032967679,4.44E-07,0.643646365,0.01445158,0.032684238,6.83E-07,0.016968641,0.187306962
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-152994549,214621422,14125105,11743499,234869.98,14125105,9972067,129948,322931,418368,14005915,2327609,11743499,14071108,4878746.762,63991.13192,1199.556978,61962.01066,961.2571429,1473.691648,1903.668352,0.013116566,0.018739458,0.014751417,0.023208732,0.029590367,0.70568777,0.009406927,0.023019524,0.029490526,0.014476212,0.178541149
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-123399699,1727375071,11436685,9032849,180656.98,11436685,7794561,140242,99150,1,11348387,2361486,9032849,11394335,4877458.413,55724.36742,726.7496703,54325.95874,843.355989,524.5607143,0.000494505,0.011425094,0.013024139,0.011692512,0.008303101,9.32E-09,0.681788944,0.009642761,0.007656235,6.51E-08,0.011724159,0.169044742
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-99963573,1176035151,9550652,4457053,89141.06,9550652,6733022,104140,270598,0,9399241,5031859,4457053,9488912,4881595.634,103703.52,4696.479505,98446.11159,1435.384286,3384.238791,0.000494505,0.021244596,0.045284698,0.012457198,0.031921691,5.73E-09,0.705013318,0.009875529,0.027913006,0,0.009782599,0.489206177
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-105563675,719106752,9769359,7870085,157401.7,9769359,6613877,59296,256229,77,9681664,1858621,7870085,9728706,4879180.882,87367.5322,1578.287582,85215.43511,679.7464835,2463.286538,0.62467033,0.017906654,0.018038169,0.007266954,0.026164721,6.36E-06,0.676558311,0.005635705,0.02448211,7.02E-06,0.010011357,0.176797321
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-137938704,615056590,13330680,4631904,92638.08,13330680,8252640,153702,236921,21265,13110075,8566387,4631904,13198291,4877333.438,100279.4734,1546.176593,97950.44852,1289.23456,2694.606154,241.68,0.020560711,0.015415468,0.013589343,0.024269683,0.002164418,0.619204173,0.012142171,0.016400056,0.001466025,0.013666061,0.670030968
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-126507195,806996332,12427136,2235835,44716.7,12427136,8131989,1083361,124726,13,12370033,10169212,2235835,12405047,4878518.814,83605.98835,2963.45489,79912.7433,7233.881374,865.6352747,0.120934066,0.017137611,0.035445647,0.086232063,0.01027389,1.47E-06,0.654381377,0.086895538,0.009964042,1.05E-06,0.012736595,0.818399087
D:0.3yr| T: 13.57%| I: 2.69%| Obs: 125000.0%,91,0.135698241,0.026922531,1250,-147681769,988739304,13675915,10922619,218452.38,13675915,8449674,176349,236963,3712,13552487,2695243,10922619,13617862,4879156.528,120990.1186,5469.842912,114717.1523,1760.856923,2294.320989,36.38450549,0.024797236,0.045240491,0.015403507,0.019173253,0.000303723,0.617639746,0.013718645,0.01761944,0.000276155,0.014014433,0.217352128
