Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,% of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total New: I | Sym|G-0,Total New: I | Sym|G-A,Total New: I | Sym|G-B,Total New: I | Sym|G-AB,Total New: I | Asym|G-0,Total New: I | Asym|G-A,Total New: I | Asym|G-B,Total New: I | Asym|G-AB,Total New: W to 1st Tx | Sym|G-0,Total New: W to 1st Tx | Sym|G-A,Total New: W to 1st Tx | Sym|G-B,Total New: W to 1st Tx | Sym|G-AB,Total New: W to 1st Tx | Asym|G-0,Total New: W to 1st Tx | Asym|G-A,Total New: W to 1st Tx | Asym|G-B,Total New: W to 1st Tx | Asym|G-AB,Total New: W to RTx | Sym|G-0,Total New: W to RTx | Sym|G-A,Total New: W to RTx | Sym|G-B,Total New: W to RTx | Sym|G-AB,Total New: W to RTx | Asym|G-0,Total New: W to RTx | Asym|G-A,Total New: W to RTx | Asym|G-B,Total New: W to RTx | Asym|G-AB,Total New: Prob Sympt | infection with | G-0,Total New: Prob Sympt | infection with | G-A,Total New: Prob Sympt | infection with | G-B,Total New: Prob Sympt | infection with | G-AB,Total New: If R | Tx-A --> I | Sym|G-0,Total New: If F | Tx-A --> I | Sym|G-A,Total New: If R | Tx-A --> I | Sym|G-B,Total New: If F | Tx-A --> I | Sym|G-AB,Total New: If R | Tx-A --> I | Asym|G-0,Total New: If F | Tx-A --> I | Asym|G-A,Total New: If R | Tx-A --> I | Asym|G-B,Total New: If F | Tx-A --> I | Asym|G-AB,Total New: If R | Tx-B  --> I | Sym|G-0,Total New: If R | Tx-B  --> I | Sym|G-A,Total New: If F | Tx-B  --> I | Sym|G-B,Total New: If F | Tx-B  --> I | Sym|G-AB,Total New: If R | Tx-B  --> I | Asym|G-0,Total New: If R | Tx-B  --> I | Asym|G-A,Total New: If F | Tx-B  --> I | Asym|G-B,Total New: If F | Tx-B  --> I | Asym|G-AB,Total New: If R | 2nd Tx-B  --> I | Sym|G-0,Total New: If R | 2nd Tx-B  --> I | Sym|G-A,Total New: If F | 2nd Tx-B  --> I | Sym|G-B,Total New: If F | 2nd Tx-B  --> I | Sym|G-AB,Total New: If R | 2nd Tx-B  --> I | Asym|G-0,Total New: If R | 2nd Tx-B  --> I | Asym|G-A,Total New: If F | 2nd Tx-B  --> I | Asym|G-B,Total New: If F | 2nd Tx-B  --> I | Asym|G-AB,Total New: If retreat after R | Tx-A --> I | Sym|G-0,Total New: If retreat after F | Tx-A --> I | Sym|G-A,Total New: If retreat after R | Tx-A --> I | Sym|G-B,Total New: If retreat after F | Tx-A --> I | Sym|G-AB,Total New: If retreat after R | Tx-A --> I | Asym|G-0,Total New: If retreat after F | Tx-A --> I | Asym|G-A,Total New: If retreat after R | Tx-A --> I | Asym|G-B,Total New: If retreat after F | Tx-A --> I | Asym|G-AB,Total New: If retreat after R | Tx-B --> I | Sym|G-0,Total New: If retreat after R | Tx-B --> I | Sym|G-A,Total New: If retreat after F | Tx-B --> I | Sym|G-B,Total New: If retreat after F | Tx-B --> I | Sym|G-AB,Total New: If retreat after R | Tx-B --> I | Asym|G-0,Total New: If retreat after R | Tx-B --> I | Asym|G-A,Total New: If retreat after F | Tx-B --> I | Asym|G-B,Total New: If retreat after F | Tx-B --> I | Asym|G-AB,Total New: Successfully treated with A or B,Total New: Treated with 1st-line M,Total New: Treated with 2nd-line M,Total New: Death,Total: Received 1st Tx,Total: Received 1st Tx | Rst to A,Total: Received 1st Tx | Rst to B,Total: Received 1st Tx | Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx | Rst to A,Average ratio: % Received 1st Tx | Rst to B,Average ratio: % Received 1st Tx | Rst to AB,Average ratio: Annual rate of gonorrhea cases
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-26122606,339443637,34057802,26122606,1044904.24,24610135,1012821,1113804,0,25153392,1057319,1187934,0,24156217,994514,1093512,0,7169328,302790,341441,0,0,71842,177133,3,0,0,0,0,49763527,2048286,2245789,0,1788610,72801,15848,0,517357,20890,4759,0,3943395,272064,179594,0,1156159,82663,53460,0,0,71842,0,0,0,0,0,0,5,72801,0,0,0,20890,0,0,21,3,179594,0,7,0,53460,0,7780819,25945470,177136,12486064,34057802,1297304,1434953,0,33726289,26122606,10001560.05,528357.7556,14484.62477,509874.3764,20359.8776,23043.01703,0.002856829,0.052823927,0.027566661,0.040239855,0.042009269,5.9339E-09,0.039708013,0.040653045,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-3572041,2106578815,7375421,3572041,142881.64,5135615,259809,416941,0,4563284,248949,390104,1,5018649,253712,406778,0,1494664,79242,122376,0,0,59290,63341,3,0,0,0,0,9698899,489155,786856,0,1434805,59985,12954,0,431315,18904,3948,0,1291149,111116,64137,0,384347,34441,19382,0,0,59290,0,0,0,0,0,0,3,59985,0,0,1,18904,0,0,7,3,64137,0,4,1,19382,0,3704056,3508697,63344,12493120,7375421,332954,529154,0,7212753,3572041,10003926.28,96824.84573,3788.743105,92170.09779,4476.64828,6928.199319,0.003076585,0.009680275,0.039199996,0.035345557,0.092917607,1.94238E-08,0.03457151,0.092815913,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-9930648,2077092334,17872293,9930648,397225.92,13646059,605046,352264,0,9575930,437781,268617,0,13350110,592086,344702,0,3339416,152481,93498,0,0,95451,123217,5,0,0,0,0,23221989,1003080,566905,0,1889427,110190,11747,0,475631,25006,3423,0,3977030,312723,142204,0,997875,82869,34961,0,0,95451,0,0,0,0,0,0,1,110190,0,0,1,25006,0,0,23,5,142204,0,5,0,34961,0,7750690,9807426,123222,12486552,17872293,744567,438200,0,17558116,9930648,9996710.155,208655.5765,10022.31425,196534.8655,8820.854412,5444.719811,0.003516097,0.020872764,0.048003431,0.039417632,0.02532192,1.5287E-08,0.038844589,0.023825411,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-19652213,103552459,27855188,19652213,786088.52,21404196,804391,690010,0,18314624,704154,612671,0,21127451,794109,681270,0,4897635,189619,165104,0,0,97540,139122,2,0,0,0,0,39718820,1477471,1257838,0,2247238,105726,18624,0,517630,22884,4705,0,3968778,282699,150546,0,918335,68250,33380,0,0,97540,0,0,0,0,0,0,1,105726,0,0,3,22884,0,0,34,2,150546,0,5,0,33380,0,8026214,19513089,139124,12493791,27855188,983728,846374,0,27539303,19652213,10001314.69,339099.6707,8177.834414,327651.5692,12124.79178,10573.64015,0.000329634,0.033905164,0.024137797,0.036258226,0.03067568,9.68425E-10,0.035836595,0.029950353,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-1580747,1545993013,4366684,1580747,63229.88,2865579,127434,78304,0,2730277,136732,81649,0,2854556,126768,77891,0,1214945,58124,34400,0,0,44351,22762,0,0,0,0,0,5595856,237175,146446,0,1020045,50362,7306,0,436320,20978,3335,0,804266,58100,25930,0,343479,28176,10334,0,0,44351,0,0,0,0,0,0,2,50362,0,0,0,20978,0,0,1,0,25930,0,4,0,10334,0,2701020,1557985,22762,12494855,4366684,184892,112291,0,4259005,1580747,9998178.401,61212.7853,811.6741017,59888.37161,2712.06296,1616.232282,0,0.006122561,0.01292916,0.025117027,0.025649857,0,0.023775659,0.02477603,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-11670091,701123970,21174552,11670091,466803.64,17046002,930591,393473,0,11582537,647247,297070,1,16545415,903522,382050,0,3092300,171964,79301,0,0,86801,149875,4,0,0,0,0,28628539,1560535,657678,0,2078394,88033,11813,0,389975,16069,2461,0,5388160,409114,152015,0,1007192,78165,30690,0,0,86801,0,0,0,0,0,0,2,88033,0,0,0,16069,0,0,27,4,152015,0,8,1,30690,0,9365232,11520212,149879,12494126,21174552,1075486,461351,0,20885444,11670091,9997985.16,248693.5465,14512.77387,231694.8288,12690.18701,5927.899132,0.001538292,0.024874474,0.058337438,0.050455925,0.023278742,5.92354E-09,0.050235945,0.021333096,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-28525040,193048668,34485628,28525040,1141001.6,23275171,391086,929843,1,20710821,370513,847955,3,23021983,387000,919604,1,9587601,175503,393934,2,0,76697,74644,1,0,0,0,0,43985992,712011,1731772,1,1804723,90872,15774,0,736370,35410,6711,0,2135175,140060,88738,1,878438,66116,31916,2,0,76697,0,0,0,0,0,0,3,90872,0,0,0,35410,0,0,12,0,88738,1,4,1,31916,2,5783347,28450395,74645,12490022,34485628,562503,1313538,3,34233742,28525040,10002857.65,472529.1939,11861.6129,456618.9728,8084.813427,18196.84013,0.030655972,0.047236782,0.025185678,0.02064447,0.038064565,8.15008E-08,0.019684681,0.037757279,1.08619E-07,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-3737680,1296758013,7712518,3737680,149507.2,5172887,459751,171587,0,3632869,344952,132270,0,5117710,454289,169627,0,1752405,157517,60970,0,0,72974,40339,0,0,0,0,0,8805756,771333,284693,0,1388192,80597,11630,0,479351,25745,4464,0,1299368,162713,44635,0,445888,57480,14861,0,0,72974,0,0,0,0,0,0,2,80597,0,0,0,25745,0,0,5,0,44635,0,2,0,14861,0,3849077,3697341,40339,12493145,7712518,611806,230597,0,7546418,3737680,9999360.887,112796.1456,3558.200527,108332.4109,8995.727393,3500.056038,0,0.011280997,0.031370382,0.07679874,0.031180699,0,0.07602593,0.02989234,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-1432936,1111928408,4062765,1432936,57317.44,2867794,153917,142387,0,2125676,122036,110866,0,2840144,152203,140679,0,843768,45308,40663,0,0,44192,31720,1,0,0,0,0,4993470,255350,238899,0,1068054,51038,9775,0,318891,13756,2953,0,821730,64767,36764,0,244198,20270,9307,0,0,44192,0,0,0,0,0,0,1,51038,0,0,0,13756,0,0,2,0,36764,0,1,0,9307,0,2550634,1401215,31721,12496834,4062765,197511,181342,0,3951849,1432936,10003493.08,60743.43204,1579.337545,58687.11658,2949.527415,2644.571146,0.000329634,0.006073295,0.025715872,0.034904827,0.063521274,1.71575E-09,0.034560064,0.064018755,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-4681494,1124059280,8779713,4681494,187259.76,6038455,503440,426390,0,5107611,443264,380514,0,5962571,496629,420730,0,1642970,138159,118654,0,0,75812,73364,1,0,0,0,0,11146066,922721,783476,0,1476132,78989,13468,0,408666,20803,3819,0,1446865,176192,76290,0,399878,49614,20496,0,0,75812,0,0,0,0,0,0,2,78989,0,0,1,20803,0,0,6,1,76290,0,0,0,20496,0,3974624,4608129,73365,12496322,8779713,634788,539384,0,8582753,4681494,9999459.408,106243.989,2756.120426,102457.0848,7695.218218,6587.408746,0.000439512,0.010625612,0.025749067,0.068647298,0.068669248,2.38134E-09,0.068419058,0.06791359,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-33594593,1496742631,40724247,33594593,1343783.72,25096033,1837180,1569415,3,30205126,2234021,1932830,2,24792467,1814866,1550561,3,11037365,820391,708594,0,0,87753,136241,3,0,0,0,0,55301159,4025674,3428891,3,1534722,95674,15623,0,650101,37606,6794,0,2945242,337717,148557,3,1277186,149854,61017,0,0,87753,0,0,0,0,0,0,0,95674,0,0,0,37606,0,0,17,1,148557,3,4,1,61017,0,6917216,33458349,136244,12486313,40724247,2635257,2259155,3,40375565,33594593,9999482.264,746837.0553,13295.31799,728760.7285,48437.20251,41922.58125,0.065816943,0.074685627,0.017975207,0.066533226,0.052579963,1.15894E-07,0.066420798,0.052151208,1.00063E-07,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-2609444,1145656190,6001592,2609444,104377.76,4330666,170233,153487,0,3962745,169517,150660,0,4242607,166535,150150,0,1337804,55668,48828,0,0,48125,35897,1,0,0,0,0,8293411,320850,290347,0,1294031,50736,10390,0,411659,16289,3397,0,1134999,73486,37807,0,358148,25072,11884,0,0,48125,0,0,0,0,0,0,0,50736,0,0,0,16289,0,0,5,0,37807,0,1,0,11884,0,3311176,2573546,35898,12495469,6001592,222203,198978,0,5884722,2609444,9994886.94,84683.17438,2979.579717,80998.83694,3243.165806,2836.939897,0.000219756,0.008472191,0.035183667,0.026512866,0.036187255,1.20498E-09,0.025585766,0.035614444,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-30234568,634545011,35488921,30234568,1209382.72,24271633,724124,1938431,0,16895849,519891,1363785,0,24001317,716482,1916058,0,7968382,250468,636214,0,0,71475,82137,1,0,0,0,0,41167482,1209012,3263170,0,1642505,82051,15989,0,527666,24426,5156,0,2033200,159944,94582,0,663103,55789,26591,0,0,71475,0,0,0,0,0,0,1,82051,0,0,0,24426,0,0,5,0,94582,0,5,0,26591,0,5103341,30152430,82138,12487734,35488921,966950,2552272,0,35255771,30234568,10003678.17,508046.0163,16233.65586,487646.1653,14270.52895,36267.88144,0.000219756,0.05078169,0.032147016,0.032699166,0.066089916,8.84394E-10,0.031705547,0.066869168,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-16689413,1924536295,23538226,16689413,667576.52,17338675,623168,948598,0,12393593,466799,713741,0,17243012,619689,943092,0,4320765,163750,247918,0,0,85153,145618,1,0,0,0,0,29732268,1067316,1623540,0,1856173,86201,14621,0,461397,21601,3809,0,3251183,233723,147328,0,816180,62263,37064,0,0,85153,0,0,0,0,0,0,1,86201,0,0,1,21601,0,0,18,0,147328,0,7,0,37064,0,6699322,16543794,145619,12485870,23538226,783439,1191010,0,23243116,16689413,9998820.993,310539.8453,5005.580925,302770.988,10712.168,16227.6529,0.000219756,0.031057721,0.01615155,0.035126682,0.050942559,8.51462E-10,0.03390722,0.049411888,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-1404886,1639524107,3594756,1404886,56195.44,2191667,90874,62646,0,2869173,132884,89215,0,2141677,88694,61143,0,1213150,53860,36232,0,0,30693,16510,0,0,0,0,0,5060840,200480,139516,0,710118,34526,4978,0,404413,19444,3083,0,594018,42661,18595,0,336998,27224,10257,0,0,30693,0,0,0,0,0,0,1,34526,0,0,0,19444,0,0,2,0,18595,0,1,0,10257,0,2123489,1388376,16510,12500650,3594756,142554,97375,0,3511865,1404886,10003837.06,59778.65344,1882.234699,57474.29678,2474.497967,1657.348313,0,0.005976568,0.031404874,0.022636402,0.027208946,0,0.021659465,0.026413937,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-25506018,1002466291,33783901,25506018,1020240.72,24425412,962694,625140,0,16316705,665593,465820,0,24212802,954754,619911,0,7466101,311193,219140,0,0,79190,148567,2,0,0,0,0,40742117,1600336,1033245,0,1555315,82340,10051,0,466478,24800,3525,0,4300971,351752,154308,0,1305664,113836,51940,0,0,79190,0,0,0,0,0,0,0,82340,0,0,1,24800,0,0,23,2,154308,0,11,0,51940,0,8107555,25357449,148569,12482637,33783901,1265947,839051,0,33465004,25506018,9996824.921,473390.3045,12423.39073,457000.598,18249.16767,12871.59631,0.000219756,0.047352685,0.026426578,0.043529779,0.027510796,5.85588E-10,0.04224009,0.025162057,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-3028449,1208604645,5987214,3028449,121137.96,3921416,411403,330946,0,3388186,360510,291545,0,3903000,408986,329008,0,1137560,115871,92789,0,0,56775,49441,0,0,0,0,0,7309602,744672,598714,0,1068182,68125,10727,0,312891,15890,3215,0,998424,128653,59239,0,290880,37797,13971,0,0,56775,0,0,0,0,0,0,1,68125,0,0,0,15890,0,0,8,0,59239,0,0,0,13971,0,2850760,2979008,49441,12496477,5987214,524857,421797,0,5829768,3028449,9996921.533,85969.72728,1189.087463,84077.63982,7360.959455,5923.352489,0,0.008598844,0.013488992,0.087269021,0.086625442,0,0.08858511,0.087642024,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-34602561,175087724,44591429,34602561,1384102.44,33204625,1919390,868343,0,32666572,1888223,868206,0,32284141,1866813,844868,0,8842539,513322,239746,0,0,76138,175010,2,0,0,0,0,65871197,3771122,1647815,0,1583591,92828,11043,0,411102,19797,3167,0,5663198,471822,213176,0,1509278,127501,50528,0,0,76138,0,0,0,0,0,0,4,92828,0,0,0,19797,0,0,26,2,213176,0,14,0,50528,0,9780656,34427549,175012,12478995,44591429,2380135,1084614,0,44208205,34602561,9995540.92,708252.5978,28089.85331,674927.3883,37656.44072,17607.60202,0.000659268,0.070856805,0.04011817,0.055088376,0.024021312,1.38273E-09,0.055575317,0.023657644,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-31552694,1069737390,40243220,31552694,1262107.76,27264468,719408,829415,607,24473833,659466,788444,617,26894007,710085,818788,596,11144107,308035,367309,293,0,63053,164399,90,0,0,0,0,51738301,1339136,1508636,1161,1325714,75874,8000,0,522789,26916,3586,0,4413078,294489,197902,103,1776410,127747,75694,46,0,63053,0,0,0,0,0,0,0,75874,0,0,1,26916,0,0,19,2,197902,103,7,2,75694,46,8471782,31388205,164489,12483943,40243220,1018120,1186097,889,39859987,31552694,10003258.09,643718.6365,18724.54895,620269.4998,16630.47313,19940.55928,15.51543786,0.06434273,0.029372731,0.03272856,0.030622037,2.20727E-05,0.032034026,0.029305191,2.04966E-05,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-36344780,1478618956,42675972,36344780,1453791.2,27771772,1232643,1872827,0,31852403,1454038,2181590,1,27225755,1208997,1835934,0,11131197,514469,759620,0,0,99509,93889,1,0,0,0,0,59624175,2644110,4014747,0,1753178,101929,16435,0,688917,40147,6625,0,2366528,256401,96164,0,947346,107830,37370,0,0,99509,0,0,0,0,0,0,4,101929,0,0,0,40147,0,0,18,1,96164,0,7,1,37370,0,6143229,36250890,93890,12480435,42675972,1723466,2595554,0,42394119,36344780,10001319.02,684453.9541,19155.48709,660288.2372,28220.53741,41661.7097,0.000988902,0.068431447,0.028224462,0.045613654,0.056668305,1.86344E-09,0.044524108,0.056763342,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-8966719,626607457,16147926,8966719,358668.76,12204859,784744,306250,0,8527613,551621,226542,0,12092393,777065,303390,0,2728991,173244,72843,0,0,59764,99882,4,0,0,0,0,20732472,1313215,490736,0,1506037,70005,10262,0,339885,12906,2631,0,3955581,283284,116891,0,892356,64447,25021,0,0,59764,0,0,0,0,0,0,3,70005,0,0,0,12906,0,0,22,4,116891,0,4,0,25021,0,7054450,8866833,99886,12500155,16147926,950309,376233,0,15921283,8966719,10002964.68,255391.6158,5745.896055,247749.6593,14813.88496,6233.447533,0.002746951,0.025531478,0.022488996,0.05787182,0.024033585,1.04616E-08,0.058736709,0.022961403,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-5209616,1114076060,9443452,5209616,208384.64,7172291,315474,334932,0,4947549,222022,235498,0,7076110,311028,330187,0,1583676,69498,72953,0,0,63094,55382,0,0,0,0,0,12119840,508711,545580,0,1598974,77221,16233,0,361653,14657,3778,0,1635927,107154,67980,0,367596,25341,12241,0,0,63094,0,0,0,0,0,0,1,77221,0,0,0,14657,0,0,10,0,67980,0,1,0,12241,0,4116644,5154234,55382,12496203,9443452,380526,403140,0,9270878,5209616,9996761.036,128455.0715,4020.795847,123325.7112,5141.480716,5384.022195,0,0.012849753,0.031180091,0.034783821,0.046366762,0,0.034672144,0.046725758,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-14416237,2001860555,19192148,14416237,576649.48,12884867,481686,770037,0,8941843,360591,550243,0,12762645,477222,762417,0,4713893,191268,284703,0,0,80422,58022,0,0,0,0,0,21826710,800810,1291749,0,1621778,89809,14173,0,598001,32078,5332,0,1585014,150385,64905,0,586947,61894,21637,0,0,80422,0,0,0,0,0,0,2,89809,0,0,0,32078,0,0,7,0,64905,0,4,0,21637,0,4623511,14358215,58022,12492161,19192148,668490,1047120,0,18981726,14416237,9995033.017,261627.0152,8132.506208,251241.3682,9597.382376,14258.53818,0,0.026175571,0.031071919,0.035242434,0.054532565,0,0.033537008,0.054586847,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-2093854,1290120538,4564585,2093854,83754.16,3216280,196069,156120,0,3004610,187748,149235,0,3187358,194061,154510,0,928721,55940,43995,0,0,39748,29521,0,0,0,0,0,6220890,364181,291027,0,931370,47435,8529,0,272245,11949,2563,0,841450,73488,35184,0,245185,22084,8661,0,0,39748,0,0,0,0,0,0,0,47435,0,0,0,11949,0,0,4,0,35184,0,0,0,8661,0,2396910,2064333,29521,12492958,4564585,250001,198505,0,4461243,2093854,10001124.83,68390.53203,1244.394133,66610.24371,3709.122624,2914.426107,0,0.006838728,0.018041366,0.045539762,0.052076018,0,0.045426349,0.052646996,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-3780430,1489254225,7999076,3780430,151217.2,6093421,375679,205202,0,5545946,349046,192588,0,5983820,368762,201269,0,1319379,81005,44841,0,0,61894,49451,0,0,0,0,0,11639367,702534,379983,0,1475345,70189,11206,0,327591,13893,2728,0,1736183,146775,56145,0,383334,33272,11099,0,0,61894,0,0,0,0,0,0,3,70189,0,0,0,13893,0,0,11,0,56145,0,3,0,11099,0,4116417,3730979,49451,12497065,7999076,449767,246110,0,7847396,3780430,10006086.91,103295.7072,3009.030766,99347.54104,5755.680914,3191.411383,0,0.010326524,0.028988709,0.052151105,0.033462757,0,0.052235671,0.033060462,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-1681762,6426591,4286614,1681762,67270.48,2968013,193415,99376,0,2448893,169728,87894,0,2953193,192117,98757,0,947518,62633,32396,0,0,48347,26043,0,0,0,0,0,5416906,339789,174589,0,996549,55679,8348,0,321585,16021,2892,0,819418,80582,29974,0,263418,27629,8744,0,0,48347,0,0,0,0,0,0,1,55679,0,0,0,16021,0,0,4,0,29974,0,2,0,8744,0,2520414,1655719,26043,12501535,4286614,254750,131153,0,4176133,1681762,10000384.31,58284.00077,901.8748489,56878.78332,3480.21646,1816.192506,0,0.00582803,0.015153141,0.047524534,0.032448241,0,0.046677916,0.03149772,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-20087421,1347397143,28125959,20087421,803496.84,21208463,369953,344886,0,20047587,356765,343506,0,20751657,362409,337810,0,6443349,117674,113060,0,0,51241,109314,1,0,0,0,0,41256050,700205,629402,0,1335999,61286,7384,0,404023,16466,2494,0,4514213,186986,130241,0,1383988,62295,38033,0,0,51241,0,0,0,0,0,0,1,61286,0,0,1,16466,0,0,24,1,130241,0,6,0,38033,0,7897349,19978106,109315,12489953,28125959,480083,450870,0,27875455,20087421,10000278.44,430918.11,15088.92221,412527.1482,7569.960993,7297.469729,0.000109878,0.043089095,0.035216739,0.021939743,0.017288005,3.52391E-10,0.021343298,0.016435351,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-3911645,1012780575,7939020,3911645,156465.8,5876442,289634,271763,1,6217878,315072,298324,0,5783869,284943,267203,1,1462118,72273,68613,0,0,52616,59933,2,0,0,0,0,12094320,586098,548719,0,1372604,57442,11510,0,349405,13780,2968,0,1637119,116530,65476,1,414243,30081,15810,0,0,52616,0,0,0,0,0,0,1,57442,0,0,1,13780,0,0,12,1,65476,1,3,0,15810,0,3934442,3851710,59935,12499570,7939020,357216,335816,1,7786152,3911645,10004300.15,111692.2069,2550.24349,108209.9544,5016.885287,4737.092298,0.001428414,0.011165725,0.022764415,0.04004275,0.047287514,7.41376E-09,0.039989801,0.04687297,7.66348E-08,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-1401776,1228341982,3972782,1401776,56071.04,2492016,102555,63528,0,3655963,161516,104980,0,2474489,101723,63014,0,1245017,53648,34891,0,0,25861,26377,1,0,0,0,0,6147979,248017,151427,0,651028,28007,4088,0,328269,13908,2306,0,954618,57960,28568,0,482261,31342,14884,0,0,25861,0,0,0,0,0,0,0,28007,0,0,0,13908,0,0,5,1,28568,0,1,0,14884,0,2511865,1375398,26378,12501997,3972782,155371,97905,0,3887263,1401776,10000708.72,75001.98879,834.0635095,73701.56422,3023.172948,1957.780793,0.000329634,0.00749919,0.010971342,0.030261124,0.026475513,2.39252E-09,0.029243567,0.024981032,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-18601283,2033675958,23681466,18601283,744051.32,14880194,406957,1004342,132,15142970,438076,1058052,149,14809561,405091,999447,132,6789377,201037,476753,68,0,70261,111686,34,0,0,0,0,30023164,800768,1994540,252,1247802,79918,9503,1,564256,34605,4502,0,1929957,171449,127045,35,879524,87479,52482,25,0,70261,0,0,0,0,0,0,3,79918,0,1,0,34605,0,0,8,1,127045,35,5,0,52482,25,4894455,18489563,111720,12485659,23681466,606128,1476200,200,23384018,18601283,9995643.086,341913.6163,4067.911878,335065.4814,9136.067465,21796.86232,3.412042633,0.034206496,0.01199785,0.03057873,0.062034264,1.03984E-05,0.029338946,0.060850141,8.71773E-06,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-6578927,1218680066,11594764,6578927,263157.08,7933174,565712,284669,0,7576278,560590,292010,0,7781825,554573,279166,0,2681639,195253,102308,0,0,73979,70882,1,0,0,0,0,15509452,1090758,541630,0,1445005,82629,10703,0,500635,26891,4045,0,1930203,229704,79126,0,668361,81883,26796,0,0,73979,0,0,0,0,0,0,2,82629,0,0,1,26891,0,0,8,1,79126,0,1,0,26796,0,4870526,6508044,70883,12489563,11594764,749826,381474,0,11378570,6578927,9995588.722,151785.1233,4999.706955,145424.0158,9859.469289,5159.78376,0.000109878,0.015185712,0.032930362,0.059512678,0.032360071,5.91595E-10,0.059171263,0.031329627,0,0
D:1.0yr| T: 6%| Obs: 1.0%,364,0.06,1,0.1,-23761570,627107912,30020518,23761570,950462.8,21378856,1805563,822933,0,15464405,1324226,614405,0,21211425,1791204,816470,0,5511428,470349,219642,0,0,100456,94542,1,0,0,0,0,36843261,3095968,1403872,0,1749338,109061,14379,0,446649,25214,3823,0,2750763,326732,102854,0,709535,85663,25139,0,0,100456,0,0,0,0,0,0,2,109061,0,0,0,25214,0,0,12,1,102854,0,3,0,25139,0,6086864,23667027,94543,12490383,30020518,2261553,1036112,0,29753891,23761570,9999776.84,387247.0135,7843.431821,375879.0943,29196.34579,13646.76431,0.000219756,0.03872374,0.02038147,0.075866131,0.034470071,6.52215E-10,0.07592687,0.033836351,0,0
