Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total New: I | Sym|G-0,Total New: I | Sym|G-A,Total New: I | Sym|G-B,Total New: I | Sym|G-AB,Total New: I | Asym|G-0,Total New: I | Asym|G-A,Total New: I | Asym|G-B,Total New: I | Asym|G-AB,Total New: W to 1st Tx | Sym|G-0,Total New: W to 1st Tx | Sym|G-A,Total New: W to 1st Tx | Sym|G-B,Total New: W to 1st Tx | Sym|G-AB,Total New: W to 1st Tx | Asym|G-0,Total New: W to 1st Tx | Asym|G-A,Total New: W to 1st Tx | Asym|G-B,Total New: W to 1st Tx | Asym|G-AB,Total New: W to RTx | Sym|G-0,Total New: W to RTx | Sym|G-A,Total New: W to RTx | Sym|G-B,Total New: W to RTx | Sym|G-AB,Total New: W to RTx | Asym|G-0,Total New: W to RTx | Asym|G-A,Total New: W to RTx | Asym|G-B,Total New: W to RTx | Asym|G-AB,Total New: Prob Sympt | infection with | G-0,Total New: Prob Sympt | infection with | G-A,Total New: Prob Sympt | infection with | G-B,Total New: Prob Sympt | infection with | G-AB,Total New: If R | Tx-A --> I | Sym|G-0,Total New: If F | Tx-A --> I | Sym|G-A,Total New: If R | Tx-A --> I | Sym|G-B,Total New: If F | Tx-A --> I | Sym|G-AB,Total New: If R | Tx-A --> I | Asym|G-0,Total New: If F | Tx-A --> I | Asym|G-A,Total New: If R | Tx-A --> I | Asym|G-B,Total New: If F | Tx-A --> I | Asym|G-AB,Total New: If R | Tx-B  --> I | Sym|G-0,Total New: If R | Tx-B  --> I | Sym|G-A,Total New: If F | Tx-B  --> I | Sym|G-B,Total New: If F | Tx-B  --> I | Sym|G-AB,Total New: If R | Tx-B  --> I | Asym|G-0,Total New: If R | Tx-B  --> I | Asym|G-A,Total New: If F | Tx-B  --> I | Asym|G-B,Total New: If F | Tx-B  --> I | Asym|G-AB,Total New: If R | 2nd Tx-B  --> I | Sym|G-0,Total New: If R | 2nd Tx-B  --> I | Sym|G-A,Total New: If F | 2nd Tx-B  --> I | Sym|G-B,Total New: If F | 2nd Tx-B  --> I | Sym|G-AB,Total New: If R | 2nd Tx-B  --> I | Asym|G-0,Total New: If R | 2nd Tx-B  --> I | Asym|G-A,Total New: If F | 2nd Tx-B  --> I | Asym|G-B,Total New: If F | 2nd Tx-B  --> I | Asym|G-AB,Total New: If retreat after R | Tx-A --> I | Sym|G-0,Total New: If retreat after F | Tx-A --> I | Sym|G-A,Total New: If retreat after R | Tx-A --> I | Sym|G-B,Total New: If retreat after F | Tx-A --> I | Sym|G-AB,Total New: If retreat after R | Tx-A --> I | Asym|G-0,Total New: If retreat after F | Tx-A --> I | Asym|G-A,Total New: If retreat after R | Tx-A --> I | Asym|G-B,Total New: If retreat after F | Tx-A --> I | Asym|G-AB,Total New: If retreat after R | Tx-B --> I | Sym|G-0,Total New: If retreat after R | Tx-B --> I | Sym|G-A,Total New: If retreat after F | Tx-B --> I | Sym|G-B,Total New: If retreat after F | Tx-B --> I | Sym|G-AB,Total New: If retreat after R | Tx-B --> I | Asym|G-0,Total New: If retreat after R | Tx-B --> I | Asym|G-A,Total New: If retreat after F | Tx-B --> I | Asym|G-B,Total New: If retreat after F | Tx-B --> I | Asym|G-AB,Total New: Successfully treated with A or B,Total New: Treated with 1st-line M,Total New: Treated with 2nd-line M,Total New: Death,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases
Base,364,0.05,1,0,-6083456.157,1479322066,8157516.377,6083456.157,236436.5315,10879838,50606,99102,15,35478097,169603,334938,43,10603251,49414,96650,15,5223804,26211,50550,10,0,17156,43388,14,0,0,0,0,46357935,209806,407768,46,358723,18319,10007,0,176542,9232,5446,0,1131399,26523,46370,15,556771,14397,23266,10,0,17156,0,0,0,0,0,0,6,18319,0,0,2,9232,0,0,17,0,46370,15,7,1,23266,10,2279775,13671851,43402,25002697,16049905,10749330,75625,147200,25,15951626,13715253,10003089.71,223095.974,2341.110495,219812.3103,1101.448242,2139.870495,0.191868132,0.022302553,0.010503605,0.005352899,0.010127001,9.47537E-07,0.669737901,0.005119343,0.009697834,1.69183E-06,0
Base,364,0.05,1,0,-3698416.226,248925907,9162346.024,3698416.226,143740.7753,13036827,331240,161301,0,22461166,578951,307327,1,12475887,317081,154433,0,5296981,137530,73332,0,0,29229,79192,3,0,0,0,0,35497993,895347,423565,0,989520,31514,4649,0,419323,12543,2257,0,4172596,175025,85273,0,1765446,76751,38934,0,0,29229,0,0,0,0,0,0,13,31514,0,0,3,12543,0,0,31,2,85273,0,17,1,38934,0,7605500,10680217,79195,25004704,18455244,12947401,454611,227765,0,18285717,10759412,10005939.27,299972.5737,9778.985659,289109.9237,7462.972308,4007.430659,0.001978022,0.029977976,0.032619603,0.025879996,0.013193208,7.2707E-09,0.701603796,0.025617731,0.012207183,0,0
Base,364,0.05,1,0,-4036770.61,1216392212,7797925.973,4036770.61,156891.0857,9293642,146966,98951,0,16752780,272867,193327,0,9091834,143841,96854,0,4648367,76851,55395,0,0,32247,50322,0,0,0,0,0,26046422,396462,251799,0,706706,37921,9398,0,364612,17689,5956,0,2107890,86141,59229,0,1080830,48183,31559,0,0,32247,0,0,0,0,0,0,6,37921,0,0,2,17689,0,0,6,0,59229,0,7,0,31559,0,4409695,9556359,50322,24997645,14113142,9332529,220692,152249,0,13966054,9606681,10001389.33,197118.7988,3499.68011,192790.3236,3173.271209,2285.448626,0,0.019709815,0.017723446,0.013153823,0.010044694,0,0.661426461,0.012814806,0.009374034,0,0
Base,364,0.05,1,0,-2820598.919,1217245197,4978095.197,2820598.919,109623.9716,5902728,251651,106258,0,8747658,382311,174175,0,5609663,239170,101112,0,1884518,82369,38393,0,0,27486,46449,2,0,0,0,0,14650386,624133,261968,0,476224,27888,13171,0,162382,9424,4988,0,1181755,84295,47151,0,399322,29441,17746,0,0,27486,0,0,0,0,0,0,3,27888,0,0,0,9424,0,0,12,2,47151,0,5,0,17746,0,2351556,5501206,46451,25002426,7955225,5949945,321539,139505,0,7852762,5547657,10004560.64,104700.5684,4367.059121,99866.22198,4293.897967,2015.793022,0.001923077,0.010467023,0.041676497,0.032363053,0.011869481,1.00262E-08,0.748582506,0.031979324,0.010865811,0,0
Base,364,0.05,1,0,-7820532.678,290357713,10213062.79,7820532.678,303948.8693,15904880,82674,132269,0,35907695,190032,309146,0,15419569,80257,128285,0,4857610,26753,42526,0,0,21175,57400,0,0,0,0,0,51812575,264433,418730,0,457705,22407,12844,0,143218,7032,4364,0,1496947,44299,60774,0,469551,15024,19286,0,0,21175,0,0,0,0,0,0,7,22407,0,0,2,7032,0,0,17,0,60774,0,8,0,19286,0,2643918,17800171,57400,25000860,20555000,15628111,107010,170811,0,20444089,17857571,10006215.53,243504.6912,4183.256703,238114.5336,1314.794231,2131.814505,0,0.024333848,0.017203884,0.006442006,0.010003216,0,0.760332809,0.00621042,0.009497735,0,0
Base,364,0.05,1,0,-4132620.296,41723342,6916888.144,4132620.296,160616.3311,9281245,79011,123650,5,11706812,101220,160751,7,9249323,78769,123271,5,2857326,26874,41493,3,0,20745,58443,5,0,0,0,0,20988057,167922,249467,7,503276,25438,13202,1,156436,7606,5163,0,1829422,44597,71484,4,566708,16125,21865,3,0,20745,0,0,0,0,0,0,7,25438,0,1,3,7606,1,0,24,1,71484,4,4,0,21865,3,3134889,9115152,58448,24999641,12377064,9451368,105643,164764,8,12250041,9173600,10001640.82,169704.7019,931.6821429,168046.0818,1549.632253,2401.278297,0.052802198,0.016968727,0.005454473,0.00690969,0.011513326,2.2812E-07,0.763782596,0.006472581,0.010848864,4.71942E-07,0
Base,364,0.05,1,0,-2770889.644,946946093,7132746.76,2770889.644,107691.9961,7301694,182671,63055,0,17016385,436907,175953,1,7265276,181782,62734,0,5081876,130447,53030,0,0,22892,35946,0,0,0,0,0,24318079,602826,207676,0,789985,23387,2582,0,556206,16231,2343,0,2324077,110074,36721,0,1630138,79294,30532,0,0,22892,0,0,0,0,0,0,10,23387,0,0,16,16231,0,0,15,0,36721,0,10,1,30532,0,5494647,7172978,35946,25000316,12775145,7509792,312229,115764,0,12667625,7208924,10004787.23,185952.4473,831.5632967,184370.6735,4588.580055,1875.821374,0.004505495,0.01858756,0.004437298,0.021855486,0.009317443,2.03624E-08,0.588041525,0.02167084,0.008395742,0,0
Base,364,0.05,1,0,-4172116.196,67661118,6973648.562,4172116.196,162151.3588,9398167,370200,124129,1,11250082,446566,157610,0,9172836,361326,121257,1,2649626,104813,38298,0,0,21940,57066,1,0,0,0,0,20648249,807648,255951,0,498488,24695,10162,0,145423,6355,3558,0,1848539,101490,63866,1,535356,29383,18968,0,0,21940,0,0,0,0,0,0,7,24695,0,0,1,6355,0,0,17,1,63866,1,3,0,18968,0,3172370,9161307,57067,25000472,12448157,9655420,466139,159555,1,12333677,9218374,10001444.51,162022.6803,4363.253901,156928.3768,6087.791319,2238.041538,0.002252747,0.016200198,0.02689773,0.035721839,0.011290611,1.08642E-08,0.775780761,0.035592569,0.010497182,6.04732E-08,0
Base,364,0.05,1,0,-2808944.974,1211481837,8119263.663,2808944.974,109171.0353,11129013,118600,167114,0,16146114,181337,262123,0,10805229,115264,162448,0,3572481,41777,59340,0,0,42232,92418,0,0,0,0,0,27275127,278685,381331,0,1092454,47310,17482,0,364624,16157,6913,0,4022422,64793,103800,0,1331653,24483,36476,0,0,42232,0,0,0,0,0,0,13,47310,0,0,4,16157,0,0,33,0,103800,0,15,0,36476,0,6924759,7627274,92418,24984793,14756539,11082941,157041,221788,0,14552033,7719692,9998415.292,204680.2492,5349.654835,198464.0129,2305.626429,3296.184066,0,0.020471666,0.026149668,0.009243105,0.015030869,0,0.751197413,0.008758814,0.014048699,0,0
Base,364,0.05,1,0,-784915.7406,1429467247,5723109.215,784915.7406,30506.13835,6508315,223775,60840,0,8374387,296727,89784,1,6451378,221731,60330,0,2510534,87299,26748,0,0,35249,37478,1,0,0,0,0,14882702,501878,127800,1,1415136,39875,2971,0,554946,13970,1410,0,3343405,159067,42345,0,1302110,63975,17928,0,0,35249,0,0,0,0,0,0,21,39875,0,0,7,13970,0,0,19,0,42345,0,10,0,17928,0,6842963,2400605,37479,25006234,9358020,6733439,309030,87078,0,9243568,2438084,10002461.73,117678.8014,1388.721264,115740.431,3904.532088,1204.25033,0.002857143,0.011765242,0.01176829,0.028319665,0.011389753,1.35571E-08,0.719931569,0.028117596,0.010343968,0,0
Base,364,0.05,1,0,-3792434.76,1478776351,9456409.844,3792434.76,147394.8521,12798768,249072,144341,0,19143208,380070,234780,0,12603801,245354,142189,0,4718153,94498,58534,0,0,37865,78179,0,0,0,0,0,31941976,609605,334188,0,1072360,42829,6855,0,403665,14558,3148,0,4141649,154917,88506,0,1552507,60888,34564,0,0,37865,0,0,0,0,0,0,7,42829,0,0,8,14558,0,0,27,0,88506,0,15,0,34564,0,7395932,10285154,78179,25005081,17862529,12991344,339852,200723,0,17681086,10363333,10004255.75,212004.3407,3175.956264,207779.4471,4072.210934,2553.645165,0,0.021191785,0.014973995,0.01831969,0.011661002,0,0.727321947,0.018152919,0.010890665,0,0
Base,364,0.05,1,0,-3258463.47,649395789,6284283.443,3258463.47,126641.7939,8014495,368594,129346,1,8847702,412753,162550,0,7740140,355991,125089,1,2257412,105437,42651,0,0,26246,66606,3,0,0,0,0,16862197,771439,263819,0,525391,28031,11815,0,155814,8119,4305,0,2002323,127943,70938,1,588038,38225,23725,0,0,26246,0,0,0,0,0,0,3,28031,0,0,1,8119,0,0,16,3,70938,1,4,0,23725,0,3453827,7041673,66609,24983495,10626721,8221221,461428,167740,1,10495500,7108282,9995394.987,128595.3863,5187.673791,122783.6262,5614.586813,2271.105495,0.000604396,0.012865121,0.040420806,0.03971908,0.013018803,4.15625E-09,0.774062556,0.039472576,0.011681803,6.37012E-08,0
Base,364,0.05,1,0,-3898752.331,285813910,9900372.64,3898752.331,151526.937,11262589,91137,96590,90340,31005354,267417,301304,251702,11154939,90241,95642,89443,8104201,70906,79710,65477,0,30743,57195,7276,0,0,0,0,42267943,330523,342414,336148,912223,33517,3534,0,661229,25247,3135,0,3838633,56453,62387,7952,2784564,45421,50248,5216,0,30743,0,0,0,0,0,0,6,33517,0,0,4,25247,0,0,18,0,62387,7952,22,1,50248,5216,8305141,11259533,64471,25011668,19750559,11430265,161147,175352,154920,19564674,11324004,10007283.38,264609.5813,1571.747473,261878.0177,2245.872692,2517.061923,2060.940549,0.026440721,0.005943006,0.009559661,0.009374368,0.007397183,0.578749204,0.009183704,0.008766203,0.007454566,0
Base,364,0.05,1,0,-3263337.365,399925156,7184414.493,3263337.365,126831.2202,9094569,102079,82156,0,27496505,320239,263735,0,8416906,94642,76103,0,4185158,49284,40603,0,0,30193,43932,0,0,0,0,0,36591074,404190,318893,0,723825,32129,7844,0,364746,16184,4386,0,2350197,60600,46604,0,1170185,32150,24292,0,0,30193,0,0,0,0,0,0,6,32129,0,0,2,16184,0,0,27,0,46604,0,7,0,24292,0,4713891,8028935,43932,25002270,12862696,8587651,143926,116706,0,12742826,8072867,10002088.9,140102.0538,4173.688407,135172.9477,1617.066319,1346.517857,0,0.014008078,0.029764518,0.008627742,0.00857829,0,0.667840208,0.008391202,0.008119389,0,0
Base,364,0.05,1,0,-3489049.033,532927313,6491809.106,3489049.033,135603.6158,8377362,136595,143092,0,11843849,199664,210661,0,8029409,130898,137263,0,2558705,44572,47016,0,0,37423,53855,1,0,0,0,0,20221211,317340,326461,0,826892,42689,19857,0,268549,13649,7206,0,1626796,64777,61422,0,521763,22787,19702,0,0,37423,0,0,0,0,0,0,4,42689,0,0,0,13649,0,0,15,0,61422,0,8,0,19702,0,3358600,7451400,53856,25000220,10947863,8297570,175470,184279,0,10810000,7505256,10005055.65,147315.8306,5390.471429,141282.4437,2461.814121,2593.702692,0,0.014725917,0.036673929,0.011099013,0.013135905,2.07868E-10,0.758452316,0.010678094,0.012576879,0,0
Base,364,0.05,1,0,-1156113.599,1610629869,7880173.353,1156113.599,44932.92664,9581769,207601,73277,1,13841372,311725,126557,2,9323332,202086,71322,1,4338718,97183,39843,1,0,31316,44602,1,0,0,0,0,23423141,501410,169918,1,1284404,33857,1372,0,601667,15365,792,0,5418238,160453,48290,1,2520525,78037,26185,1,0,31316,0,0,0,0,0,0,8,33857,0,0,2,15365,0,0,28,0,48290,1,15,1,26185,1,10065434,3882632,44603,25001899,14072486,9596741,299269,111165,2,13948066,3927235,10001959.27,140525.6801,3931.829945,135767.3759,3045.344396,1247.388022,0.008021978,0.01405055,0.027979435,0.018735431,0.00964238,4.87446E-08,0.682044384,0.018382677,0.008599469,1.17391E-07,0
Base,364,0.05,1,0,-5918289.27,546280430,8330143.726,5918289.27,230017.2387,11932073,142955,113463,0,19593141,237278,197047,0,11752894,140896,111940,0,4720701,59004,49528,0,0,18812,52904,0,0,0,0,0,31525214,368904,276007,0,350409,22117,9727,0,139858,8019,4600,0,1524354,67479,61965,0,608902,28874,25419,0,0,18812,0,0,0,0,0,0,3,22117,0,0,2,8019,0,0,17,0,61965,0,6,0,25419,0,2734175,13982169,52904,24995945,16834963,12005730,199900,161468,0,16716344,14035073,10004354.35,262252.8005,3484.738407,257779.3874,3212.784286,2690.379231,0,0.026213454,0.013303976,0.013968724,0.011676599,0,0.713180885,0.013536672,0.010915269,0,0
Base,364,0.05,1,0,-5536627.526,869619976,9461646.394,5536627.526,215183.7663,11665060,127851,103056,0,36395802,398900,322464,3,11391485,124923,100708,0,7326827,81085,65906,2,0,22111,51977,0,0,0,0,0,48060862,506890,375039,0,502506,27173,4852,0,322510,14796,3696,0,2355710,77258,63825,0,1509346,52413,38607,2,0,22111,0,0,0,0,0,0,3,27173,0,0,0,14796,0,0,13,0,63825,0,13,1,38607,2,4828261,14117011,51977,24994202,19090936,11617116,206008,166614,2,18945272,14168988,9999805.618,273872.8855,2905.20467,269846.7672,2975.074341,2440.181044,0.024615385,0.027387231,0.010635541,0.012554771,0.009507024,1.1039E-07,0.608575037,0.01247723,0.009310209,1.27861E-07,0
Base,364,0.05,1,0,-5111651.126,2119295011,10271675.37,5111651.126,198666.8484,15677711,115509,200811,2,30265927,226400,397009,0,14959617,110346,191841,2,5846707,44600,77603,0,0,33870,90641,4,0,0,0,0,45943638,321358,541317,0,977989,39959,11159,0,377987,14453,4898,0,3926120,64544,106997,2,1527707,27554,40085,0,0,33870,0,0,0,0,0,0,6,39959,1,0,3,14453,0,0,42,3,106997,2,20,0,40085,0,6917883,14109877,90645,24980754,21230716,15261806,154946,269444,2,21027760,14200522,9994580.157,341240.7923,10055.71945,329938.4881,2559.167473,4465.868571,0.002417582,0.034143283,0.029499906,0.009596866,0.013627775,9.10073E-09,0.719010137,0.00933937,0.013224753,1.0092E-07,0
Base,364,0.05,1,0,-3924420.797,2059764229,8434764.618,3924420.797,152524.5547,10284282,266520,118535,0,16351782,434242,220259,0,10143391,262880,116954,0,4837700,129123,66563,0,0,30646,67552,3,0,0,0,0,26636064,683457,294078,0,722380,32753,8464,0,344682,15187,4970,0,2872808,147159,72208,0,1374564,72914,40015,0,0,30646,0,0,0,0,0,0,5,32753,0,0,6,15187,0,0,31,1,72208,0,14,0,40015,0,5547884,9847684,67555,25001352,15556611,10523225,392003,183517,0,15395568,9915239,10001024.85,200865.5273,2751.006044,197201.0214,5157.796044,2642.027692,0.000934066,0.020084984,0.013689538,0.023610837,0.012043249,4.53454E-09,0.676544486,0.023217824,0.010840522,0,0
Base,364,0.05,1,0,-2217580.812,827841666,6726371.009,2217580.812,86187.37473,7565510,277721,76611,6,9105093,346408,110362,7,7532417,276385,76272,6,3037328,113705,37049,3,0,36690,42643,7,0,0,0,0,16670603,606629,162345,8,1111487,39501,4913,6,452654,14675,2554,3,2668549,154939,45867,0,1078438,64963,21378,0,0,36690,0,0,0,0,0,0,11,39501,0,6,3,14675,1,3,15,2,45867,0,11,0,21378,0,5538454,5412869,42650,24996918,11073165,7885080,390090,113321,9,10951323,5455519,10002249.72,122040.7564,981.1873626,120409.236,4353.792308,1420.096429,0.053076923,0.012202048,0.007968692,0.030006247,0.009711405,2.32785E-07,0.712603185,0.029580183,0.00856226,4.24315E-07,0
Base,364,0.05,1,0,-4575048.51,1244882128,7552435.552,4575048.51,177811.5224,9215612,231099,105791,0,16317492,416293,206663,0,9002231,225732,103402,0,4156649,107751,54652,0,0,24920,53065,1,0,0,0,0,25533104,632760,276767,0,470296,27711,9955,0,218491,11829,5724,0,1706301,101700,58959,0,790915,49234,29770,0,0,24920,0,0,0,0,0,0,5,27711,0,0,7,11829,0,0,17,1,58959,0,6,0,29770,0,3352580,10168886,53066,24996861,13650417,9331365,333483,158054,0,13521466,10221952,10001169.77,191367.1901,3539.88989,187025.6353,4760.555879,2428.773462,0.001043956,0.019135052,0.018477035,0.02160004,0.01055507,4.79674E-09,0.683763656,0.021263292,0.009676058,0,0
Base,364,0.05,1,0,-5206109.473,2115109746,8851309.671,5206109.473,202338.0188,10752429,60134,94307,1,45617273,258321,407389,1,9830136,54930,86322,1,6727176,39224,60794,0,0,23336,42767,1,0,0,0,0,56369702,296856,462464,1,646662,26846,7844,0,445970,18081,5846,0,1828214,27668,49159,1,1253020,20816,32824,0,0,23336,0,0,0,0,0,0,5,26846,0,0,3,18081,0,0,7,0,49159,1,9,1,32824,0,4236015,12434674,42768,24998312,16798583,9971389,94154,147116,1,16670689,12477442,10001742.09,228473.9538,5528.165714,221959.3299,1302.986868,2037.433352,0.007912088,0.022843766,0.024194092,0.005133843,0.008572025,3.28673E-08,0.593611336,0.005054569,0.008423317,5.56607E-08,0
Base,364,0.05,1,0,-3531416.4,540957051,5947184.027,3531416.4,137250.2445,6748875,53604,81559,11,11294939,97672,152716,20,6416349,51095,77638,10,3217700,30477,45933,9,0,20538,37966,7,0,0,0,0,18043814,135541,205537,22,481292,23153,11544,0,245445,13114,7483,0,1226536,25800,42778,7,616911,16146,23911,8,0,20538,0,0,0,0,0,0,3,23153,0,0,3,13114,0,0,9,0,42778,7,6,1,23911,8,2631135,7104764,37973,24998763,9839211,6545092,81572,123571,19,9735899,7142737,10001997.1,128199.9579,5143.042912,122479.0164,1173.645824,1788.266429,0.18010989,0.012818619,0.040167311,0.00501082,0.008879154,9.31607E-07,0.665931419,0.004585526,0.008048327,1.26632E-06,0
Base,364,0.05,1,0,-2295056.319,1187459218,7452570.609,2295056.319,89198.49859,10767634,306131,165060,0,14344387,417480,244774,5,10343585,294103,158671,0,2883481,85301,50039,1,0,46210,89438,3,0,0,0,0,25112021,708373,376828,2,1195763,48114,13228,0,335618,13319,4175,0,4120816,182058,93174,0,1150130,53249,29202,1,0,46210,0,0,0,0,0,0,11,48114,1,0,4,13319,0,0,57,2,93174,0,11,2,29202,1,7054949,6575619,89441,24992552,13815181,10796359,379404,208710,1,13630568,6665060,9996974.306,195550.668,7132.734835,187606.694,5447.060659,3210.300385,0.01956044,0.01956105,0.036479762,0.026303799,0.015966676,9.94883E-08,0.781550442,0.025956014,0.014707625,7.09542E-08,0
Base,364,0.05,1,0,-4442335.633,322414887,9969478.235,4442335.633,172653.5709,15200778,256208,211763,358,25725492,436189,381639,655,14908109,251427,207821,352,4908793,84507,74143,125,0,34074,114699,202,0,0,0,0,40926270,676952,536468,903,832970,37951,11093,0,272599,11562,4129,0,4721574,158417,127802,229,1549311,54232,43748,80,0,34074,0,0,0,0,0,0,6,37951,0,0,0,11562,0,0,58,2,127802,229,25,1,43748,80,7604233,12608146,114901,25008038,20435277,15367709,335934,281964,477,20212379,12723047,10005078.44,319336.0223,4846.65456,313289.4075,5319.381758,4659.870769,8.127912088,0.03191593,0.015196867,0.018875051,0.015172875,2.51382E-05,0.75211342,0.018623952,0.014355149,2.3048E-05,0
Base,364,0.05,1,0,-6766483.841,473848458,9837919.389,6766483.841,262982.7401,15647318,222203,168956,0,19638996,286646,236209,1,15144482,215261,163609,0,4286863,64925,53720,0,0,23632,84755,1,0,0,0,0,35286314,501029,374525,0,444475,24310,12010,0,126538,7139,3997,0,2216192,99033,87265,0,625026,30038,28107,0,0,23632,0,0,0,0,0,0,2,24310,0,0,1,7139,0,0,20,0,87265,0,3,1,28107,0,3557282,16223391,84756,25001180,19928860,15523352,280186,217329,0,19780673,16308147,10005504.37,264960.3007,8692.210879,255097.796,3868.269396,3218.188352,0.010989011,0.026480541,0.032831058,0.016353512,0.0136704,5.10866E-08,0.778908655,0.01576921,0.012300536,0,0
Base,364,0.05,1,0,-3409821.28,1327220380,6924738.401,3409821.28,132524.39,7676178,139481,59290,2,16403755,303978,135372,0,7634366,138757,58943,2,4296443,79366,35880,0,0,23417,30993,4,0,0,0,0,24079933,426201,169212,0,673672,27313,3583,0,378114,13350,2399,0,1871615,88194,35923,2,1060384,52390,20494,0,0,23417,0,0,0,0,0,0,8,27313,0,0,4,13350,0,0,21,4,35923,2,5,0,20494,0,4130309,8015750,30997,25001306,12243757,7832068,218123,94823,2,12146059,8046747,10006359.93,127152.0766,746.6079121,125686.3512,2300.926264,1048.845934,0.000714286,0.012707825,0.005815746,0.014232819,0.007003698,6.40522E-09,0.639831655,0.014028368,0.006592056,1.16563E-07,0
Base,364,0.05,1,0,-4233929.878,3789360,8232144.265,4233929.878,164553.7782,11414330,99514,113756,1,15710957,143351,174267,0,11376547,99239,113455,1,4594804,43445,52093,0,0,25915,55211,3,0,0,0,0,27125287,227710,253642,1,788738,29485,6835,1,316940,11563,3426,0,2740912,62123,62728,0,1104814,28386,26847,0,0,25915,0,0,0,0,0,0,17,29485,0,1,5,11563,0,0,15,1,62728,0,2,0,26847,0,5052134,11095784,55214,24993354,16279584,11589242,142684,165548,1,16147918,11150998,10000646.7,217565.4404,1143.901538,215465.6287,1998.19478,2440.207637,0.002912088,0.021754691,0.00526998,0.009904817,0.01144825,1.56431E-08,0.71190014,0.009456326,0.01039414,6.97199E-08,0
Base,364,0.05,1,0,-3774203.953,327269124,5238072.809,3774203.953,146686.3028,6168260,75171,68755,0,10253666,126987,122305,0,5823374,70973,64933,0,2744443,35561,34202,0,0,10205,28783,1,0,0,0,0,16421926,195096,169591,0,211516,12098,5767,0,103742,5167,3475,0,785785,33987,33786,0,371107,17653,16451,0,0,10205,0,0,0,0,0,0,2,12098,0,0,0,5167,0,0,9,1,33786,0,6,0,16451,0,1533014,7172665,28784,24999020,8773486,5959280,106534,99135,0,8705679,7201449,10001726.15,98916.29176,4375.704835,94025.24308,1242.907912,1204.86967,0.00021978,0.009890359,0.044264515,0.007703758,0.007397624,1.50806E-09,0.679745913,0.007488811,0.006893586,0,0
Base,364,0.05,1,0,-5419496.374,1697920071,7403161.585,5419496.374,210631.4062,10461794,173728,116573,0,18303945,306768,214963,0,10227054,169988,114053,0,3770422,64724,46482,0,0,18919,42949,3,0,0,0,0,28765739,471556,309496,0,377650,20709,10331,0,139673,7148,4475,0,1144913,57969,47039,0,423003,22290,17928,0,0,18919,0,0,0,0,0,0,1,20709,1,0,1,7148,0,0,15,2,47039,0,7,0,17928,0,2180277,12118663,42952,25012134,14392723,10511095,234712,160535,0,14298940,12161615,10013491.4,241884.9995,4149.070769,236890.7157,4039.359615,2876.270714,0.002417582,0.024155645,0.017155573,0.016890553,0.012031884,1.08155E-08,0.730302032,0.016511333,0.011303278,0,0
Base,364,0.05,1,0,-3362882.618,900894648,7747190.032,3362882.618,130700.0957,11232052,268507,157512,6,17396061,415376,243061,6,10961634,261948,153753,6,2975283,71851,42240,1,0,32572,70092,4,0,0,0,0,28628113,668216,365397,7,991516,39058,10922,0,270502,9162,3449,0,3234698,128074,83992,6,880048,36094,21240,1,0,32572,0,0,0,0,0,0,17,39058,0,0,2,9162,0,0,27,1,83992,6,9,1,21240,1,5555246,8757206,70096,25002129,14466716,11377341,333799,195993,7,14312452,8827302,9999630.973,215954.1068,4272.190989,210832.3949,4990.172308,2953.39489,0.071208791,0.021596492,0.019776543,0.022153293,0.013094044,3.13135E-07,0.786472741,0.022098887,0.012957936,4.5403E-07,0
Base,364,0.05,1,0,-3653867.303,1959601133,10061756.22,3653867.303,142009.3593,14180233,703818,177510,4,19825611,994230,289596,7,13712831,680525,171747,4,4933985,244892,73125,2,0,31648,102251,9,0,0,0,0,34005844,1686170,421049,8,988412,32198,6114,0,354527,11318,2549,0,5314827,300685,104138,4,1909994,108070,44086,2,0,31648,0,0,0,0,0,0,8,32198,0,0,2,11318,0,0,61,5,104138,4,23,1,44086,2,8985078,10638953,102260,24998933,19817111,14565107,925417,244872,6,19624031,10741213,10005246.7,292803.0203,9210.113736,282429.3249,13640.60434,4068.180165,0.086813187,0.029264244,0.031461379,0.046562379,0.013669164,3.18521E-07,0.734997725,0.04667316,0.012188812,3.20966E-07,0
