Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: Hospitalized,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Hospitalization rate,Average ratio: Deth rate,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-22171.00016,1565933337,22171,8,2.666666667,2,2.843406593,561865,54218,7742,27128,19386,2785,561865,54218,27128,7742,19386,22171,639.8818681,45.76556777,94.90201465,630407.4872,3923.22619,140.7655678,985886.4332,0.637487905,0.003962347,0.000142421,0.285387791,0.874385458,0.000351399,0.000143744,148,8
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-24705.00014,1951799423,24705,7,2.333333333,2,2.978021978,609214,60970,6780,28685,21905,2800,609214,60970,28685,6780,21905,24705,698.4130037,35.99725275,82.78846154,543947.7885,3449.21978,118.8589744,981979.9918,0.551893961,0.003488086,0.0001204,0.236360467,0.886662619,0.000395712,0.000160399,155,7
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-20183.0002,494860587,20183,10,3.333333333,4,2.978021978,530026,50123,9394,25587,16193,3990,530026,50123,25587,9394,16193,20183,555.4661172,43.00732601,65.14468864,599202.2024,2432.52381,108.2811355,984844.8773,0.60716801,0.00245607,0.000109597,0.367139563,0.802308874,0.000324798,0.000130738,155,10
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-17741.00022,826462538,17741,11,3.666666667,4,2.978021978,498520,50782,9940,24198,14258,3483,498520,50782,24198,9940,14258,17741,512.8250916,61.15384615,76.1007326,665243.7134,3059.747253,137.3699634,988048.0256,0.672146499,0.003085732,0.00013888,0.41077775,0.803675103,0.000328644,0.000114762,155,11
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-23302.00012,1278019755,23302,6,2,2,2.978021978,571091,55192,7433,28081,20647,2655,571091,55192,28081,7433,20647,23302,579.775641,46.04761905,103.5723443,613281.2885,4183.345238,149.6950549,984767.6813,0.620715963,0.004226985,0.000151487,0.264698551,0.886061282,0.000357885,0.000151167,155,6
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-15660.00022,1536221356,15660,11,3.666666667,4,2.92032967,471398,47183,8124,20962,12838,2822,471398,47183,20962,8124,12838,15660,593.3333333,42.81135531,71.25824176,663228.4103,2702.062271,114.224359,988945.2527,0.669653043,0.00272123,0.000115301,0.387558439,0.819795658,0.000304936,0.000101199,152,11
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-22792.00014,457148837,22792,7,2.333333333,2,2.958791209,574000,61146,7528,27699,20171,2621,574000,61146,27699,7528,20171,22792,662.1465201,38.74358974,92.66758242,593205.5595,3233.450549,131.485348,984268.7921,0.600746344,0.003267043,0.000133071,0.271778765,0.88500351,0.000396492,0.000147826,154,7
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-14750.00022,505910673,14750,11,3.666666667,4,2.901098901,470734,46739,9924,21172,11248,3502,470734,46739,21172,9924,11248,14750,517.3406593,60.0970696,74.36538462,697657.0852,3410.212454,134.5778388,990531.7839,0.703382937,0.003433606,0.000135786,0.468732288,0.762576271,0.000301967,9.52614E-05,151,11
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-17600.00022,1861437070,17600,11,3.666666667,4,2.862637363,463669,45194,9240,23339,14099,3501,463669,45194,23339,9240,14099,17600,500.6098901,54.56043956,75.21978022,677340.3443,2926.521062,129.9404762,987698.6841,0.684713082,0.00295117,0.000131355,0.395903852,0.801079545,0.000292467,0.000113847,149,11
D:3| T0: 0.10| T1: 151.00| I0: 69.3| I1: 20.9| WTP: 0.02,3,0.096153846,151,1000000,0.02,69.26269,20.93496,0,0,-14638.00026,1631862409,14638,13,4.333333333,4,2.92032967,482714,47542,9189,21030,11841,2797,482714,47542,21030,9189,11841,14638,488.7161172,62.11080586,76.85805861,679714.0595,2892.050366,139.0906593,990203.978,0.685550107,0.002912007,0.000140351,0.436947218,0.808921984,0.000307176,9.4536E-05,152,13
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-16244.0003,1043226599,16244,15,5,4,2.978021978,458787,45675,9782,22791,13005,3239,458787,45675,22791,9782,13005,16244,514.3608059,68.47619048,84.44688645,721293.9423,3455.813187,153.0494505,989979.9927,0.727543392,0.003482839,0.00015458,0.429204511,0.8006033,0.000295376,0.000104992,155,15
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-21064.00014,257469460,21064,7,2.333333333,2,2.93956044,591440,62388,6998,25705,18707,2357,591440,62388,25705,6998,18707,21064,588.6813187,38.84798535,84.91483516,564344.5,3549.016484,123.8461538,984881.0092,0.571341112,0.003582853,0.000125225,0.272242754,0.888102924,0.000404217,0.000136497,153,7
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-15327.0002,1232387964,15327,10,3.333333333,4,2.92032967,457359,46557,9325,21483,12157,3170,457359,46557,21483,9325,12157,15327,550.2472527,54.1529304,61.95695971,688638.5348,2929.582418,116.2930403,989341.9185,0.695198983,0.002951027,0.000117478,0.434064144,0.793175442,0.000300964,9.90274E-05,152,10
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-16990.00022,936806146,16990,11,3.666666667,4,2.901098901,519257,51949,9877,23399,13522,3468,519257,51949,23399,9877,13522,16990,610.217033,57.15201465,70.88369963,649534.0201,3412.904762,128.1318681,988585.283,0.655917197,0.003440039,0.000129443,0.422112056,0.795879929,0.000336007,0.000109861,151,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-18544.00024,1089073639,18544,12,4,4,2.958791209,531971,56337,7078,23009,15930,2614,531971,56337,23009,7078,15930,18544,648.7289377,41.47893773,68.47344322,612394.1694,3876.828755,110.1282051,986721.8269,0.619291979,0.003909939,0.000111352,0.307618758,0.859037964,0.000364639,0.000120017,154,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-16840.00024,404916852,16840,12,4,4,2.958791209,467069,49259,7519,21502,13982,2858,467069,49259,21502,7519,13982,16840,605.1199634,43.78663004,59.86263736,657315.8324,2589.032051,103.8150183,987804.4625,0.66443884,0.002609072,0.000104902,0.349688401,0.830285036,0.000318551,0.000108891,154,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-17303.00022,239233827,17303,11,3.666666667,4,2.978021978,468415,51133,10606,23699,13093,4210,468415,51133,23699,10606,13093,17303,477.6520147,56.09157509,61.54487179,682077.217,2655.571429,117.8205128,988085.7216,0.689295328,0.002677807,0.000119135,0.447529432,0.756689591,0.00033088,0.000111909,155,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-16342.00022,1270591778,16342,11,3.666666667,4,2.978021978,484879,49460,10994,23093,12099,4243,484879,49460,23093,10994,12099,16342,579.3305861,61.83424908,69.58241758,680854.2674,3128.340659,131.5741758,989120.4286,0.687348048,0.003152742,0.000132904,0.476075001,0.740362257,0.000319873,0.000105635,155,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-16200.00028,317931843,16200,14,4.666666667,4,2.958791209,498887,51901,9876,22488,12612,3588,498887,51901,22488,9876,12612,16200,563.5659341,53.33974359,65.77197802,647264.4121,3271.336081,119.2857143,988460.2344,0.653839641,0.003296895,0.000120514,0.439167556,0.778518519,0.000335666,0.000104715,154,14
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-18641.00022,1447263987,18641,11,3.666666667,4,2.978021978,510210,50502,9311,24616,15305,3336,510210,50502,24616,9311,15305,18641,642.1391941,61.80769231,95.27655678,670649.1108,3567.811355,157.1868132,988138.054,0.67744581,0.003598696,0.000158833,0.378249919,0.821039644,0.00032687,0.000120631,155,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-19090.00024,597720908,19090,12,4,4,2.958791209,515139,51562,10447,25896,15449,3641,515139,51562,25896,10447,15449,19090,595.5421245,61.41208791,88.85897436,685177.7656,2950.34707,150.3827839,988473.0211,0.691808349,0.002976807,0.000152004,0.403421378,0.80927187,0.00033382,0.000123565,154,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-14420.00022,533240777,14420,11,3.666666667,4,2.92032967,482566,48869,9271,20483,11212,3208,482566,48869,20483,9271,11212,14420,502.231685,61.69871795,74.11538462,682482.3938,2856.925824,135.959707,990431.0916,0.688219595,0.002876265,0.000137183,0.452619245,0.777531207,0.000315699,9.3119E-05,152,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-22571.00014,93411073,22571,7,2.333333333,2,2.843406593,579607,60409,6559,26506,19947,2624,579607,60409,26506,6559,19947,22571,669.6483516,37.70238095,86.71336996,585536.467,3015.565934,124.4771062,984318.5568,0.592937816,0.003046142,0.000125964,0.247453407,0.883744628,0.000391631,0.000146378,148,7
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-17322.00022,2115334294,17322,11,3.666666667,4,2.978021978,489825,48298,10097,23559,13462,3860,489825,48298,23559,10097,13462,17322,443.2179487,55.31318681,66.23809524,647079.935,2299.492674,121.7216117,987341.7125,0.654440939,0.002319004,0.000123071,0.428583556,0.777161991,0.000312551,0.000112034,155,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-17848.00022,1610837117,17848,11,3.666666667,4,2.901098901,489559,47859,9592,24231,14639,3209,489559,47859,24231,9592,14639,17848,522.014652,58.52838828,72.81684982,658116.6777,2725.21978,131.485348,987424.5357,0.665466286,0.002748664,0.00013294,0.395856547,0.820203944,0.000309769,0.000115466,151,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-18291.00024,2004122012,18291,12,4,4,2.978021978,479351,47166,7228,22882,15653,2638,479351,47166,22882,7228,15653,18291,541.6190476,35.59157509,65.51831502,642190.4496,2330.60348,101.2673993,986543.9734,0.649837418,0.002349851,0.000102392,0.315881479,0.855776065,0.000305206,0.00011837,155,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-15566.00022,1287676256,15566,11,3.666666667,4,2.978021978,481612,51459,9813,21692,11879,3687,481612,51459,21692,9813,11879,15566,595.6602564,61.61721612,77.22252747,689882.0348,3460.258242,138.956044,989905.8434,0.695920915,0.003485731,0.000140267,0.452378757,0.763137608,0.000332631,0.000100578,155,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-15480.0002,255156572,15480,10,3.333333333,4,2.958791209,478750,49647,9449,21543,12093,3387,478750,49647,21543,9449,12093,15480,531.7628205,54.91117216,63.78754579,669987.3077,2751.576923,118.8379121,989246.8141,0.67633912,0.002771784,0.000120017,0.43861115,0.78120155,0.000320929,0.000100024,154,10
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-15297.00022,1649727319,15297,11,3.666666667,4,2.92032967,496928,50397,8482,20661,12179,3118,496928,50397,20661,8482,12179,15297,600.3855311,54.13095238,65.54304029,646437.6053,3470.335165,119.8763736,989003.3489,0.652755556,0.003495335,0.000121057,0.41053192,0.796169184,0.000325749,9.8834E-05,152,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-21898.00016,956266957,21898,8,2.666666667,2,2.978021978,561055,52331,8614,27467,18853,3045,561055,52331,27467,8614,18853,21898,573.2912088,45.60531136,86.8525641,631366.8306,3919.40293,132.5668498,986064.1081,0.638368039,0.00395816,0.000134111,0.313612699,0.860946205,0.000339151,0.000141954,155,8
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-19834.00012,1827185371,19834,6,2,2,2.92032967,576903,60046,6873,24180,17307,2527,576903,60046,24180,6873,17307,19834,568.9386447,41.53205128,86.16666667,603349.5659,3800.249084,127.790293,986849.0971,0.609656325,0.003833168,0.000129119,0.284243176,0.872592518,0.000388687,0.000128439,152,6
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-21856.00018,1996870627,21856,9,3,2,2.92032967,620284,61751,6545,25668,19123,2733,620284,61751,25668,6545,19123,21856,731.290293,38.11263736,89.17490842,547555.9286,3397.819597,127.3699634,984505.6392,0.554314095,0.003431006,0.000128831,0.254986754,0.874954246,0.000400172,0.000141688,152,9
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-21088.00018,38112397,21088,9,3,2,2.93956044,566719,60838,8599,26730,18131,2957,566719,60838,26730,8599,18131,21088,713.9313187,46.8470696,110.9652015,638639.6932,4349.766484,157.8992674,987019.1914,0.645125107,0.004390699,0.000159631,0.321698466,0.859778073,0.000394084,0.000136644,153,9
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-19097.00024,1950159003,19097,12,4,4,2.978021978,529246,54038,10152,25182,15029,4068,529246,54038,25182,10152,15029,19097,557.8855311,54.22893773,74.96245421,629973.9396,3685.35989,129.3214286,986705.8205,0.637159937,0.003719057,0.0001308,0.403145104,0.786982249,0.000349935,0.00012362,155,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-19350.00024,1052996097,19350,12,4,4,2.92032967,507277,51251,10431,26134,15703,3647,507277,51251,26134,10431,15703,19350,642.9917582,63.05860806,76.63553114,666230.6841,3669.854396,139.8086081,987229.8773,0.673571624,0.003704137,0.000141452,0.399135226,0.811524548,0.000331963,0.00012527,152,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-18980.00024,1425001677,18980,12,4,4,2.92032967,490581,51313,9606,25147,15540,3440,490581,51313,25147,9606,15540,18980,593.3214286,60.11996337,76.03479853,672752.5696,3037.559524,136.2628205,987312.217,0.680178327,0.00306525,0.000137823,0.381993876,0.818756586,0.000332292,0.000122856,152,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-17140.00026,1960537251,17140,13,4.333333333,4,2.843406593,483929,53081,8567,22958,14391,2749,483929,53081,22958,8567,14391,17140,643.0549451,44.24267399,78.14285714,674615.9643,3197.538462,122.5421245,988590.6923,0.681165163,0.003222827,0.00012379,0.373159683,0.839614936,0.000343329,0.000110846,148,13
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-13906.00028,742485397,13906,14,4.666666667,4,2.93956044,458587,46627,8251,19345,11093,2813,458587,46627,19345,8251,11093,13906,471.0558608,56.26007326,73.37179487,691010.3608,3137.647436,129.8067766,990612.0632,0.696718669,0.003157803,0.000130937,0.42651848,0.797713217,0.000301117,8.97758E-05,153,14
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-15337.00026,905423139,15337,13,4.333333333,4,2.978021978,500391,52430,8983,21284,12301,3036,500391,52430,21284,8983,12301,15337,624.3434066,62.53296703,83.54120879,667119.1593,3738.39652,146.1959707,989761.3114,0.673068009,0.003765474,0.000147539,0.422054125,0.802047337,0.00033887,9.9084E-05,155,13
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-19215.00026,551782434,19215,13,4.333333333,4,2.958791209,511236,52061,8539,24749,16210,3005,511236,52061,24749,8539,16210,19215,562.6382784,41.0521978,65.97802198,618218.7885,3038.67674,107.1840659,985772.011,0.625935548,0.003066125,0.000108448,0.345024041,0.843611762,0.000337139,0.000124406,154,13
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-18154.00022,571247626,18154,11,3.666666667,4,2.958791209,472909,48074,7293,22843,15550,2604,472909,48074,22843,7293,15550,18154,556.1529304,43.77289377,73.27472527,658142.935,2737.177656,117.2142857,987021.5806,0.665681086,0.002759957,0.000118504,0.319266296,0.856560538,0.000311078,0.000117468,154,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-16856.00016,1271857357,16856,8,2.666666667,2,2.958791209,516684,47867,8937,22751,13814,3042,516684,47867,22751,8937,13814,16856,493.1346154,49.78571429,66.81868132,658419.2692,3760.828755,116.7335165,989071.2125,0.664442162,0.003789737,0.000117904,0.392817898,0.819530138,0.000309539,0.000108987,154,8
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-17194.00024,1368378957,17194,12,4,4,2.93956044,515814,54933,10017,23880,13863,3331,515814,54933,23880,10017,13863,17194,570.5998168,62.56868132,80.07051282,663563.9075,3592.947802,142.7344322,988869.2756,0.669931302,0.003621682,0.00014417,0.419472362,0.806269629,0.000355325,0.000111185,153,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-20466.00028,1411728904,20466,14,4.666666667,4,2.92032967,552657,52869,10531,27230,16699,3767,552657,52869,27230,10531,16699,20466,544.3598901,58.97985348,90.86721612,645784.1181,4082.457875,149.9487179,987002.4377,0.652691819,0.004122413,0.000151705,0.386742563,0.81593863,0.000342579,0.000132567,152,14
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-23783.00014,1598373624,23783,7,2.333333333,2,2.901098901,592216,58460,7895,28819,20924,2859,592216,58460,28819,7895,20924,23783,603.0760073,42.67582418,93.28021978,603541.1978,4292.421245,136.0448718,984578.109,0.610759663,0.004338665,0.000137743,0.273951213,0.879788084,0.000379228,0.000154328,151,7
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-16295.00034,796807862,16295,17,5.666666667,4,2.93956044,490938,47980,10015,23277,13260,3035,490938,47980,23277,10015,13260,16295,472.992674,62.56684982,82.77838828,675325.0348,3606.876374,145.507326,989042.2015,0.681763116,0.003635317,0.000146978,0.430253039,0.813746548,0.000310321,0.000105329,153,17
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-18591.00024,1999360184,18591,12,4,4,2.92032967,527742,51520,9241,24046,14805,3786,527742,51520,24046,9241,14805,18591,660.8040293,43.11721612,60.26373626,604341.1044,3277.325092,103.5347985,986176.7848,0.611637839,0.003305896,0.000104728,0.384305082,0.796353074,0.000333526,0.000120328,152,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-17722.00028,1596956965,17722,14,4.666666667,4,2.92032967,496266,48213,9138,23586,14448,3274,496266,48213,23586,9138,14448,17722,459.3479853,60.4478022,80.6529304,660901.4121,3134.07967,141.2042125,987912.4542,0.667896459,0.003160432,0.000142699,0.387433223,0.815257872,0.000311966,0.000114634,152,14
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-14808.00024,59423589,14808,12,4,4,2.93956044,452061,49799,8151,20539,12388,2420,452061,49799,20539,8151,12388,14808,566.4102564,48.26831502,73.28388278,679786.2747,2984.669414,121.7115385,989506.1081,0.686186212,0.003004811,0.00012283,0.396854764,0.836574824,0.000321722,9.5649E-05,153,12
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-17770.00026,1475041650,17770,13,4.333333333,4,2.978021978,493428,49598,9817,23926,14108,3662,493428,49598,23926,9817,14108,17770,555.0641026,61.14285714,75.76465201,670547.8929,3086.739011,137.0128205,988126.7573,0.677500411,0.003112738,0.000138488,0.410306779,0.793922341,0.000320947,0.000114949,155,13
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-17020.00022,1837679086,17020,11,3.666666667,4,2.997252747,474123,49603,9541,23204,13662,3358,474123,49603,23204,9541,13662,17020,532.5796703,62.10714286,75.77197802,681276.7408,2624.770147,138.0201465,988372.9185,0.68826,0.002646404,0.000139478,0.411179107,0.802702703,0.000320917,0.000110061,156,11
D:3| T0: 0.10| T1: 151.00| I0: 65.7| I1: 18.3| WTP: 0.03,3,0.096153846,151,1000000,0.027,65.66573,18.2682,0,0,-20970.00024,454377015,20970,12,4,4,2.901098901,536032,55347,9751,27141,17390,3580,536032,55347,27141,9751,17390,20970,671.1987179,52.56959707,80.31318681,626211.1245,3257.697802,132.9880952,985511.9734,0.633962443,0.003290163,0.000134611,0.35927195,0.829279924,0.000358724,0.000135876,151,12
